0	1	0.6078335437949011
0	2	0.839540636189605
0	3	0
0	4	0.14459356651198563
0	5	0.2596551674166195
0	6	0.6815901205568589
0	7	0.36546543938921333
0	8	0.7457781295493338
0	9	0.2888172088605169
1	0	1.0
1	2	0.15997549605826883
1	3	0.1344834010637851
1	4	0.09369060033223375
1	5	0.12393957669499159
1	6	0.9346645547342826
1	7	0.06279307959080091
1	8	1.0
1	9	0.0573677083789276
2	0	0.13354265958157302
2	1	0.7478325091263163
2	3	0.4100478974197178
2	4	0.3633504985833481
2	5	0.5245935617234191
2	6	0
2	7	0.670773424671169
2	8	0
2	9	0.25718451468419123
3	0	0.46891594044518176
3	1	0
3	2	0.4507028372909676
3	4	0
3	5	0.04794214986011813
3	6	0.40548174636561085
3	7	1.0
3	8	0.2671573815446263
3	9	0.5181194380806968
4	0	0.012286627707519066
4	1	0.09578190964990727
4	2	0.258275957215071
4	3	0.48305685756045985
4	5	0.5800961890489229
4	6	0
4	7	0
4	8	0
4	9	0.9606668846519909
5	0	0.5407778968315622
5	1	0.2214946948629686
5	2	0.1237073085228871
5	3	0
5	4	1.0
5	6	0.08280529738569464
5	7	0.09518549896166698
5	8	0
5	9	0.1764769295124744
6	0	0.9087005908981763
6	1	0.7340346306928948
6	2	0.21564585665701294
6	3	0.4772503165015725
6	4	0
6	5	0.2304425968476858
6	7	0.7059256922005768
6	8	0.3369845033206878
6	9	0.8720858764509789
7	0	0.344802659922971
7	1	0
7	2	0.6163996859282836
7	3	1.0
7	4	0
7	5	0.12538064591390674
7	6	0.26257167230513184
7	8	0.1016939848421979
7	9	0.80565572621656
8	0	0.82657369204426
8	1	1.0
8	2	0.7519580169709019
8	3	0.7290194626490227
8	4	0
8	5	0.16953296079473457
8	6	1.0
8	7	0.18925923376302028
8	9	0.4053312673596893
9	0	0
9	1	0.10498452726702429
9	2	0.09208537920137046
9	3	0.7912085277784571
9	4	0.6640958192384576
9	5	1.0
9	6	0.1640306473182706
9	7	0.21656103858114253
9	8	0.1453811836602033
