0	0	1
0	1	1
0	2	0
0	3	0
0	4	0
0	5	0
0	6	1
0	7	0
0	8	1
0	9	0
0	10	0
0	11	1
0	12	0
0	13	0
0	14	0
0	15	1
0	16	0
0	17	1
0	18	1
0	19	1
0	20	0
0	21	0
0	22	0
0	23	0
0	24	0
0	25	1
0	26	0
0	27	1
0	28	1
0	29	1
0	30	1
0	31	0
0	32	1
0	33	0
0	34	0
0	35	1
0	36	1
0	37	0
0	38	1
0	39	1
0	40	0
0	41	0
0	42	1
0	43	1
0	44	1
0	45	0
0	46	1
0	47	1
0	48	0
0	49	1
0	50	0
0	51	0
0	52	0
0	53	0
0	54	0
0	55	0
0	56	0
0	57	1
0	58	1
0	59	1
0	60	1
0	61	1
0	62	0
0	63	1
0	64	1
0	65	0
0	66	1
0	67	0
0	68	1
0	69	0
0	70	0
0	71	0
0	72	1
0	73	0
0	74	0
0	75	1
0	76	0
0	77	0
0	78	1
0	79	0
0	80	1
0	81	0
0	82	1
0	83	0
0	84	1
0	85	0
0	86	0
0	87	0
0	88	0
0	89	1
0	90	0
0	91	0
0	92	0
0	93	0
0	94	1
0	95	1
0	96	0
0	97	1
0	98	1
0	99	0
1	0	1
1	1	1
1	2	0
1	3	0
1	4	0
1	5	0
1	6	1
1	7	0
1	8	1
1	9	0
1	10	0
1	11	1
1	12	0
1	13	1
1	14	0
1	15	1
1	16	1
1	17	1
1	18	1
1	19	1
1	20	0
1	21	0
1	22	0
1	23	1
1	24	0
1	25	1
1	26	1
1	27	1
1	28	0
1	29	1
1	30	1
1	31	1
1	32	1
1	33	0
1	34	0
1	35	1
1	36	1
1	37	0
1	38	0
1	39	1
1	40	0
1	41	0
1	42	0
1	43	1
1	44	0
1	45	1
1	46	1
1	47	1
1	48	0
1	49	1
1	50	0
1	51	0
1	52	0
1	53	0
1	54	1
1	55	0
1	56	0
1	57	1
1	58	1
1	59	1
1	60	1
1	61	1
1	62	0
1	63	1
1	64	1
1	65	0
1	66	1
1	67	0
1	68	1
1	69	0
